amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,source,source_type,source_class,waterpoint_type
0,Mar-201,Government Of Tanzania,0,Rare,35.82452906,-5.30269309,Rare,Internal,Gwandi - Kati,Dodoma,1,1,Kondoa,Rare,0,TRUE,VWC,Gwan,FALSE,1987,mono,mono,motorpump,vwc,user-group,never pay,never pay,soft,good,enough,machine dbh,borehole,groundwater,communal standpipe
0,Mar-201,Rc,774,Rare,36.96288481,-7.59517464,Kanisani,Rufiji,Rare,Morogoro,5,1,Kilosa,Rare,300,Missing,Other,,TRUE,1987,gravity,gravity,gravity,Rare,Rare,never pay,never pay,soft,good,enough,spring,spring,groundwater,communal standpipe
7500,Feb-201,Rare,677,District Council,37.47908238,-3.81858443,Rare,Pangani,Rare,Kilimanjaro,3,2,Mwanga,Rare,320,TRUE,Private operator,Nyumba ya Mungu water supply,FALSE,2012,climax,other motorpump,motorpump,private operator,commercial,pay annually,annually,unknown,unknown,enough,dam,dam,surface,communal standpipe
50,Mar-201,Rare,105,DWE,38.90647215,-6.74295268,Tatu Abdalah,Wami / Ruvu,Mwendapole B,Pwani,6,2,Kibaha,Rare,1,TRUE,Water authority,Water from DAWASCO,TRUE,2010,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,river,river/lake,surface,communal standpipe multiple
2000,Feb-201,Rare,1764,Rare,35.77193117,-8.02782346,Rare,Rufiji,Uhananya,Iringa,11,7,Kilolo,Rare,1,TRUE,VWC,,TRUE,2008,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,machine dbh,borehole,groundwater,hand pump
0,Feb-201,Ministry Of Water,1182,DWE,35.87050076,-4.13979616,Rare,Internal,Rare,Manyara,21,1,Babati,Rare,72,TRUE,VWC,Mamire water supply,TRUE,1998,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,spring,spring,groundwater,communal standpipe
0,Jul-201,Government Of Tanzania,1116,DWE,31.24387308,-6.37911714,Siimoni Kapama,Lake Rukwa,Rare,Rukwa,15,1,Mpanda,Rare,70,FALSE,Water authority,Muungano,TRUE,1972,gravity,gravity,gravity,water authority,commercial,never pay,never pay,soft,good,enough,spring,spring,groundwater,communal standpipe
300,Mar-201,Rare,875,Rare,36.64437721,-6.81836802,Mradini Number 3,Wami / Ruvu,Shuleni,Morogoro,5,1,Kilosa,Rare,350,TRUE,VWC,,TRUE,1996,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,shallow well,shallow well,groundwater,hand pump
0,Oct-201,World Vision,0,Rare,32.99693009,-4.19322784,Rare,Internal,Rare,Tabora,14,1,Nzega,Rare,0,FALSE,VWC,,FALSE,1987,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,shallow well,shallow well,groundwater,hand pump
100,Mar-201,Government Of Tanzania,2116,Commu,33.98504961,-8.9881064,Rare,Rufiji,Rare,Iringa,11,3,Makete,Rare,0,TRUE,VWC,Makusi,FALSE,1974,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,spring,spring,groundwater,communal standpipe
500,Mar-201,Government Of Tanzania,2576,Commu,33.91513217,-9.19113626,Rare,Lake Nyasa,Lusiva,Iringa,11,3,Makete,Rare,0,TRUE,VWC,Misiwa,FALSE,1986,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Mar-201,Rare,344,Rare,37.61832784,-6.13357212,Rare,Wami / Ruvu,Mtakuja,Morogoro,5,6,Mvomero,Rare,20,TRUE,VWC,,TRUE,2006,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,shallow well,shallow well,groundwater,hand pump
0,Jul-201,Hesawa,0,HESAWA,31.53064308,-1.52024104,Msikitini,Lake Victoria,Rare,Kagera,18,2,Bukoba Rural,Rare,0,TRUE,VWC,NCHULOWAIBALE WATER SUPPLY SCHEME,TRUE,1987,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,river,river/lake,surface,communal standpipe
0,Jul-201,Government Of Tanzania,1006,DWE,31.14227776,-6.61124387,Kwa Moses Mpangavema,Lake Rukwa,Rare,Rukwa,15,1,Mpanda,Rare,50,FALSE,Water authority,Tank refu Sitalike,TRUE,1978,gravity,gravity,gravity,water authority,commercial,never pay,never pay,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Oct-201,Rare,0,WEDECO,32.76916953,-3.90293977,Isagehe Center,Internal,Rare,Shinyanga,17,3,Kahama,Rare,0,TRUE,VWC,MPEISA,TRUE,1987,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,spring,spring,groundwater,communal standpipe multiple
0,Jul-201,Rare,0,Rare,31.6075471,-1.76796453,Msikitini,Lake Victoria,Rare,Kagera,18,3,Muleba,Rare,0,TRUE,VWC,,TRUE,1987,ksb,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,enough,spring,spring,groundwater,communal standpipe
10,Mar-201,Rare,1633,Rare,37.57594115,-7.08503792,Kwa Abunuasi,Wami / Ruvu,Rare,Morogoro,5,6,Mvomero,Rare,60,TRUE,VWC,Mzinga r,TRUE,2004,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,river,river/lake,surface,communal standpipe
0,Jan-201,Government Of Tanzania,24,DWE,38.91481877,-8.78594686,Kwamachwiko,Ruvuma / Southern Coast,Rare,Lindi,80,13,Kilwa,Rare,390,TRUE,Rare,,TRUE,2011,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,shallow well,shallow well,groundwater,hand pump
0,Oct-201,Rare,0,Rare,32.30554915,-3.50805245,Rare,Lake Tanganyika,Rare,Shinyanga,17,5,Bukombe,Rare,0,Missing,Rare,,FALSE,1987,other,other,other,Rare,Rare,Rare,Rare,unknown,unknown,unknown,Rare,Rare,unknown,hand pump
0,Jun-201,Kkkt,1569,Rare,34.97643178,-8.82935561,Kwa Henriki Malekela,Rufiji,Rare,Iringa,11,4,Njombe,Rare,40,TRUE,VWC,,FALSE,2009,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,hand dtw,borehole,groundwater,hand pump
250,Feb-201,Rare,1610,Rare,30.03071578,-4.43392653,Namba 10,Lake Tanganyika,Rare,Kigoma,16,2,Kasulu,Rare,650,TRUE,Water authority,,TRUE,1999,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,spring,spring,groundwater,communal standpipe
500,Mar-201,Government Of Tanzania,1504,DWE,38.24442402,-4.4588915,Rare,Pangani,Rare,Tanga,4,1,Lushoto,Rare,1,TRUE,VWC,Shengui forest,TRUE,1971,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Apr-201,Rare,0,Rare,33.81466822,-9.26881883,Itete,Lake Nyasa,Rare,Mbeya,12,4,Rungwe,Rare,0,TRUE,VWC,S,Missing,1987,gravity,gravity,gravity,vwc,user-group,Rare,Rare,soft,good,unknown,spring,spring,groundwater,communal standpipe
20,Feb-201,Rare,1721,Rare,35.02234242,-4.18404892,Mji B,Internal,Mji B,Manyara,21,3,Mbulu,Rare,192,TRUE,VWC,BASSONYAGWE AND NG'WANDKW,TRUE,1994,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,machine dbh,borehole,groundwater,communal standpipe
0,Dec-201,Rare,0,Rare,32.94718642,-4.99483567,Kwa Mabefu,Lake Tanganyika,Malumba,Tabora,14,6,Tabora Urban,Rare,0,FALSE,VWC,,TRUE,1987,other,other,other,vwc,user-group,never pay,never pay,soft,good,dry,shallow well,shallow well,groundwater,other
100,Mar-201,Rare,78,Rare,39.08342696,-7.0035038,Kwa Minja,Wami / Ruvu,Rare,Dar es Salaam,7,2,Ilala,Rare,250,Missing,Private operator,,FALSE,2010,submersible,submersible,submersible,private operator,commercial,pay per bucket,per bucket,soft,good,enough,hand dtw,borehole,groundwater,communal standpipe
1000,Mar-201,Danida,1620,DANID,35.56771838,-7.94158325,Rare,Rufiji,Rare,Iringa,11,1,Iringa Rural,Rare,1,TRUE,VWC,Mseke,TRUE,1982,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,spring,spring,groundwater,communal standpipe
50,Apr-201,Government Of Tanzania,1414,DWE,36.67432678,-3.35742512,Kwa Linda Noa,Pangani,Rare,Arusha,2,2,Arusha Rural,Rare,200,TRUE,VWC,Nabai pipe line,TRUE,2000,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,spring,spring,groundwater,communal standpipe
0,Apr-201,Rare,0,Rare,33.91187132,-9.34663784,Ipyana,Lake Nyasa,Rare,Mbeya,12,4,Rungwe,Rare,0,TRUE,VWC,K,Missing,1987,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Jan-201,Norad,1982,Rare,31.63874388,-8.11393053,Shule Ya Msingi Pito,Lake Tanganyika,Rare,Rukwa,15,4,Sumbawanga Urban,Rare,0,TRUE,VWC,Mradi wa maji wa pito,TRUE,1984,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,river,river/lake,surface,communal standpipe
100,Mar-201,Danida,876,DANIDA,36.00884449,-10.73030401,Kwa Haulambi,Ruvuma / Southern Coast,Rare,Ruvuma,10,5,Namtumbo,Rare,200,TRUE,WUG,,FALSE,1998,swn 80,swn 80,handpump,wug,user-group,pay monthly,monthly,soft,good,insufficient,shallow well,shallow well,groundwater,hand pump
0,Jan-201,Rare,1623,Rare,34.85774806,-4.96565066,Rare,Internal,Rare,Singida,13,2,Singida Rural,Rare,25,TRUE,Company,M,Missing,2000,submersible,submersible,submersible,company,commercial,never pay,never pay,soft,good,insufficient,machine dbh,borehole,groundwater,communal standpipe
0,Jul-201,Hesawa,0,DWE,31.45209393,-1.45098903,Kwa Maaret,Lake Victoria,Kyamabere,Kagera,18,2,Bukoba Rural,Rare,0,TRUE,VWC,,TRUE,1987,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,shallow well,shallow well,groundwater,hand pump
0,Oct-201,Rw Ssp,0,DWE,33.66932264,-3.66413309,Teleni,Internal,Rare,Shinyanga,17,8,Kishapu,Rare,0,FALSE,VWC,,FALSE,1987,gravity,gravity,gravity,vwc,user-group,Rare,Rare,soft,good,insufficient,river,river/lake,surface,communal standpipe multiple
100,Mar-201,Rare,472,Rare,37.75333011,-6.91532531,Kwa Mzee Mgowelaa,Wami / Ruvu,Tonya,Morogoro,5,2,Morogoro Rural,Rare,250,TRUE,VWC,Kino,TRUE,2004,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,river,river/lake,surface,communal standpipe
0,Mar-201,Government Of Tanzania,1639,DWE,37.47825262,-3.2671678,Kwa Paul Mlai,Pangani,Makami Juu,Kilimanjaro,3,4,Moshi Rural,Rare,70,Missing,Other,Mshiri pipeline,TRUE,1972,gravity,gravity,gravity,Rare,Rare,never pay,never pay,soft,good,enough,river,river/lake,surface,communal standpipe
0,Oct-201,Rwssp,0,DWE,32.12395834,-4.21150952,Rare,Lake Tanganyika,Kangeme No. 3,Shinyanga,17,3,Kahama,Rare,0,TRUE,Rare,,TRUE,1987,nira/tanira,nira/tanira,handpump,wug,user-group,Rare,Rare,soft,good,insufficient,shallow well,shallow well,groundwater,hand pump
20,Mar-201,Rare,173,WU,38.35640398,-6.64287516,Rare,Wami / Ruvu,Rare,Pwani,6,1,Bagamoyo,Rare,150,TRUE,WUA,Chalinze wate,TRUE,2010,ksb,submersible,submersible,wua,user-group,pay per bucket,per bucket,soft,good,enough,river,river/lake,surface,communal standpipe
0,Mar-201,Rare,697,DWE,34.6675289,-10.44890839,Rare,Lake Nyasa,Kingole,Iringa,11,5,Ludewa,Rare,60,TRUE,VWC,Nchuch,FALSE,1984,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Feb-201,Kkkt,1989,Commu,34.23757868,-9.38027549,Rare,Lake Nyasa,Rare,Iringa,11,3,Makete,Rare,0,TRUE,VWC,Tandal,FALSE,1984,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,spring,spring,groundwater,communal standpipe
5,Mar-201,Rare,1093,DWE,37.27313434,-3.28468532,Kwa Felix Martin Munishi,Pangani,Rare,Kilimanjaro,3,4,Moshi Rural,Rare,20,TRUE,Water Board,Lyamungo umbwe water supply,TRUE,2007,gravity,gravity,gravity,water board,user-group,pay per bucket,per bucket,soft,good,enough,river,river/lake,surface,communal standpipe
0,Jul-201,Kkkt,0,KKKT,32.88527532,-8.98348456,Mwaulambo,Lake Rukwa,Rare,Mbeya,12,6,Mbozi,Rare,0,TRUE,VWC,,FALSE,1987,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,shallow well,shallow well,groundwater,hand pump
0,Mar-201,Rare,2012,Rare,34.740896,-9.39969423,Rare,Rufiji,Kati,Iringa,11,4,Njombe,Rare,80,TRUE,VWC,Iwumbu,TRUE,2002,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,spring,spring,groundwater,communal standpipe
500,Mar-201,Rare,1274,Rare,34.98990302,-10.94025521,Rare,Lake Nyasa,Rare,Ruvuma,10,3,Mbinga,Rare,260,TRUE,Water Board,BRUDER,TRUE,2002,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,spring,spring,groundwater,communal standpipe
100,Mar-201,Government Of Tanzania,2132,Commu,34.21215284,-9.45018053,Rare,Lake Nyasa,Rare,Iringa,11,3,Makete,Rare,0,TRUE,VWC,Ukwama,FALSE,2002,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Oct-201,Rare,0,WEDECO,32.75733701,-3.94044709,Kwa Mwanambogo,Lake Tanganyika,Rare,Shinyanga,17,3,Kahama,Rare,0,TRUE,VWC,MPEISA,TRUE,1987,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,spring,spring,groundwater,communal standpipe multiple
0,Nov-201,Ministry Of Water,1287,Rare,33.86144433,-1.98006878,Kwa Marko Tabu,Lake Victoria,Rare,Mara,20,4,Bunda,Rare,200,TRUE,WUA,BUWASA,TRUE,1972,gravity,gravity,gravity,wua,user-group,Rare,Rare,soft,good,dry,lake,river/lake,surface,communal standpipe multiple
0,Oct-201,Rare,1306,Rare,36.89963137,-3.11331959,Kkkt Ngabobo,Internal,Rare,Arusha,2,7,Meru,Rare,250,TRUE,VWC,Olkungabo gravity water supply,TRUE,2010,gravity,gravity,gravity,wua,user-group,Rare,Rare,soft,good,insufficient,spring,spring,groundwater,communal standpipe
0,Jan-201,Dwsp,1339,DWE,34.07442773,-2.99369841,Hongera,Lake Victoria,Rare,Shinyanga,17,1,Bariadi,Rare,250,TRUE,WUG,,FALSE,1998,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,shallow well,shallow well,groundwater,hand pump
0,Jul-201,Rare,0,Rare,32.92057868,-2.47456022,Kwa Mama Okocha,Lake Victoria,Rare,Mwanza,19,8,Ilemela,Rare,0,TRUE,Private operator,,TRUE,1987,nira/tanira,nira/tanira,handpump,private operator,commercial,never pay,never pay,salty,salty,enough,shallow well,shallow well,groundwater,hand pump
0,Apr-201,World Bank,0,Rare,37.21538421,-6.51840064,Rare,Wami / Ruvu,Rare,Morogoro,5,1,Kilosa,Rare,189,TRUE,VWC,Ms,TRUE,2005,submersible,submersible,submersible,vwc,user-group,never pay,never pay,salty,salty,enough,machine dbh,borehole,groundwater,communal standpipe
0,Mar-201,Government Of Tanzania,1193,DWE,38.48246991,-4.6185188,Kwa Mzee Muhudi Hamisi,Pangani,Kweshangazi,Tanga,4,1,Lushoto,Rare,1,TRUE,VWC,,TRUE,2010,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,salty,salty,enough,shallow well,shallow well,groundwater,hand pump
0,Jul-201,Rare,0,Rare,34.89,-6.37,Mwatulole,Lake Victoria,Rare,Mwanza,19,6,Geita,Rare,0,TRUE,VWC,Borehole,TRUE,1987,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,machine dbh,borehole,groundwater,hand pump
0,Feb-201,Danida,1042,DANIDA,35.7588964,-10.5153101,Kwa Mapunda Antony,Lake Nyasa,Rare,Ruvuma,10,5,Namtumbo,Msindo,180,TRUE,WUG,,FALSE,1983,swn 80,swn 80,handpump,wug,user-group,pay when scheme fails,on failure,soft,good,insufficient,shallow well,shallow well,groundwater,hand pump
0,Mar-201,Rare,0,Rare,35.84163553,-6.77170227,Bombani,Rufiji,Rare,Dodoma,1,4,Chamwino,Rare,0,TRUE,VWC,Ilew,TRUE,1987,mono,mono,motorpump,vwc,user-group,Rare,Rare,soft,good,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple
50,Jan-201,Rare,720,Rare,39.24118301,-10.87948265,Kwa Mzee Laini,Ruvuma / Southern Coast,Rare,Mtwara,90,33,Newala,Rare,850,TRUE,VWC,MWS,FALSE,1996,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,spring,spring,groundwater,communal standpipe
0,Oct-201,Dwe,0,WEDECO,33.18150167,-4.20028394,Rare,Internal,Rare,Tabora,14,1,Nzega,Rare,0,FALSE,Water authority,Kilimi and uchama dam,TRUE,1987,ksb,submersible,submersible,water authority,commercial,never pay,never pay,coloured,colored,insufficient,dam,dam,surface,communal standpipe
0,Feb-201,Rare,1682,Kiliwater,37.58743816,-3.21965387,Kwa Tedory Wilium,Pangani,Rare,Kilimanjaro,3,1,Rombo,Rare,1,TRUE,Company,Marua msahatie water supply,TRUE,2000,gravity,gravity,gravity,company,commercial,pay monthly,monthly,soft,good,enough,spring,spring,groundwater,communal standpipe
5,Mar-201,Germany Republi,942,CES,37.15330819,-3.33484802,Rare,Pangani,Rare,Kilimanjaro,3,5,Hai,Rare,50,TRUE,Water Board,Uroki-Bomang'ombe water sup,TRUE,1999,gravity,gravity,gravity,water board,user-group,pay per bucket,per bucket,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Mar-201,Government Of Tanzania,0,Rare,36.15989877,-5.56955781,Play Ground,Wami / Ruvu,Majengo,Dodoma,1,4,Chamwino,Rare,0,TRUE,VWC,Segs,TRUE,1987,mono,mono,motorpump,vwc,user-group,Rare,Rare,soft,good,dry,machine dbh,borehole,groundwater,communal standpipe multiple
0,Oct-201,Dwsp,0,Rare,32.97098153,-3.73365859,Segerea,Internal,Rare,Shinyanga,17,3,Shinyanga Rural,Rare,0,TRUE,WUG,,TRUE,1987,swn 80,swn 80,handpump,wug,user-group,never pay,never pay,soft,good,dry,shallow well,shallow well,groundwater,hand pump
0,Jul-201,Hesawa,1171,DWE,33.09373422,-2.03466061,Kwamugisa,Lake Victoria,Rare,Mwanza,19,1,Ukerewe,Rare,350,TRUE,Rare,,TRUE,1990,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,coloured,colored,seasonal,shallow well,shallow well,groundwater,hand pump
50,Feb-201,Rare,110,DWE,38.86003518,-6.7832854,Selemani Said,Wami / Ruvu,Rare,Pwani,6,2,Kibaha,Rare,100,TRUE,Parastatal,upper Ruvu,TRUE,1986,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,dry,river,river/lake,surface,other
0,Feb-201,Dwsp,0,DWE,34.89,-6.37,Mwashidakwa,Lake Victoria,Rare,Shinyanga,17,1,Bariadi,Rare,0,Missing,WUG,,FALSE,1987,nira/tanira,nira/tanira,handpump,wug,user-group,Rare,Rare,soft,good,enough,shallow well,shallow well,groundwater,hand pump
0,Apr-201,Water,0,Commu,35.75457603,-6.33126372,Kwa Mgongola,Rufiji,Rare,Dodoma,1,5,Dodoma Urban,Rare,0,TRUE,VWC,Matu,FALSE,1987,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,machine dbh,borehole,groundwater,communal standpipe multiple
0,Apr-201,Kkkt,0,KKKT,32.93155539,-9.26673527,Mpembera,Lake Nyasa,Rare,Mbeya,12,6,Mbozi,Rare,0,TRUE,VWC,,FALSE,1987,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,shallow well,shallow well,groundwater,hand pump
0,Feb-201,Rare,951,DWE,29.88877545,-5.31079128,Kanywangiri,Lake Tanganyika,Kanywangiri,Kigoma,16,3,Kigoma Rural,Rare,300,TRUE,VWC,,TRUE,1999,nira/tanira,nira/tanira,handpump,vwc,user-group,Rare,Rare,soft,good,enough,shallow well,shallow well,groundwater,hand pump
0,Jul-201,Rare,0,Rare,31.32170771,-2.66167239,Rare,Lake Tanganyika,Rare,Kagera,18,4,Biharamulo,Rare,0,TRUE,VWC,,TRUE,1987,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,spring,spring,groundwater,communal standpipe
500,Aug-201,Danida,439,DANIDA,34.84589302,-11.32726797,Kwa Mzee Lulembe,Lake Nyasa,Rare,Ruvuma,10,3,Mbinga,Rare,96,Missing,VWC,DANIDA,TRUE,1992,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Jan-201,Government Of Tanzania,1111,DWE,30.36036456,-4.86323549,Kwa Mhunga,Lake Tanganyika,Rare,Kigoma,16,2,Kigoma Rural,Rare,740,TRUE,Water authority,,FALSE,2007,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,shallow well,shallow well,groundwater,hand pump
0,Aug-201,Kkkt,0,KKKT,32.72547129,-8.84626582,Rare,Lake Rukwa,Rare,Mbeya,12,6,Mbozi,Rare,0,FALSE,VWC,,FALSE,1987,other,other,other,vwc,user-group,never pay,never pay,soft,good,seasonal,shallow well,shallow well,groundwater,other
0,Feb-201,Rare,1827,Rare,35.76559605,-8.08149573,Rare,Rufiji,Mhuka,Iringa,11,7,Kilolo,Rare,400,TRUE,VWC,,TRUE,2009,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,soft,good,enough,machine dbh,borehole,groundwater,hand pump
0,Apr-201,Rare,0,Commu,35.94820405,-6.14209678,Kwa Halod,Wami / Ruvu,Rare,Dodoma,1,5,Dodoma Urban,Rare,0,TRUE,VWC,Mtum,FALSE,1987,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,dry,machine dbh,borehole,groundwater,communal standpipe multiple
50,Mar-201,Rare,137,Rare,38.9532646,-6.81055717,Street Land 1,Wami / Ruvu,Rare,Pwani,6,2,Kibaha,Rare,1,TRUE,Water authority,Water from DAWASCO,TRUE,2007,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,river,river/lake,surface,communal standpipe multiple
0,Feb-201,Rare,1345,DWE,30.86837823,-3.37881268,Rare,Lake Tanganyika,Kagoti,Kigoma,16,1,Kibondo,Rare,250,TRUE,VWC,Kasanda solar pumping water supply,FALSE,2010,submersible,submersible,submersible,vwc,user-group,Rare,Rare,soft,good,insufficient,machine dbh,borehole,groundwater,communal standpipe
0,Feb-201,Rare,1444,Rare,34.7093461,-5.19063734,Rare,Internal,Kimbiji,Singida,13,2,Singida Rural,Rare,1,TRUE,VWC,M,Missing,1960,mono,mono,motorpump,vwc,user-group,Rare,Rare,unknown,unknown,dry,machine dbh,borehole,groundwater,communal standpipe
0,Jan-201,Finw,212,FinW,39.66918663,-10.8580047,Rare,Ruvuma / Southern Coast,Rare,Mtwara,9,4,Tandahimba,Rare,300,TRUE,Water Board,Borehole,TRUE,1982,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,dry,machine dbh,borehole,groundwater,communal standpipe multiple
0,Mar-201,Private Individual,1266,Barry A.Murphy,36.98730137,-3.25011669,Rare,Pangani,Rare,Arusha,2,7,Meru,Rare,500,TRUE,WUA,,FALSE,2011,gravity,gravity,gravity,wua,user-group,Rare,Rare,soft,good,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe multiple
